PROCEDIMENTO,"RN (alteração)",VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"TIPIFICAÇÃO ABO, INCLUINDO TIPAGEM REVERSA NO SANGUE DO RECEPTOR (SEM TIPAGEM REVERSA ATÉ 4 MESES DE IDADE);",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,EXAMES DE QUALIFICAÇÃO NO SANGUE DO DOADOR OU PROVA PRÉ-TRANSFUSIONAL NO SANGUE DO RECEPTOR,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CITOMEGALOVÍRUS APÓS TRANSPLANTE DE RIM, MEDULA ÓSSEA OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA",546/2022,03/10/2022,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
VÍRUS EPSTEIN BARR APÓS TRANSPLANTE DE RIM OU FÍGADO POR REAÇÃO DE CADEIA DE POLIMERASE (PCR) - PESQUISA QUANTITATIVA,546/2022,03/10/2022,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EXSANGUÍNEO TRANSFUSÃO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRANSFUSÃO FETAL INTRA-UTERINA,nan,nan,nan,nan,HCO,nan,REF,nan,nan,PROCEDIMENTOS,MEDICINA TRANSFUSIONAL,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, BIÓPSIA DE PELE OU OUTROS TECIDOS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, MATERIAL DE ABORTO OU NATIMORTO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, PARA DOENÇAS HEMATOLÓGICAS, SANGUE PERIFÉRICO, TECIDOS LINFÓIDES E MEDULA ÓSSEA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, SANGUE FETAL",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, SANGUE PERIFÉRICO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO COM BANDAS, VILOSIDADES CORIÔNICAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM PESQUISA DE TROCA DE CROMÁTIDES IRMÃS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
CARIÓTIPO COM TÉCNICAS DE ALTA RESOLUÇÃO (ESTUDO EM PROMETÁFASE),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARIÓTIPO PARA SÍNDROMES DE QUEBRAS CROMOSSÔMICAS, SANGUE PERIFÉRICO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"ESTUDO CITOGENÉTICO PARA DOENÇAS NEOPLÁSICAS MALIGNAS, DIVERSOS MATERIAIS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ESTUDO DE ALTERAÇÕES CROMOSSÔMICAS EM LEUCEMIAS POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"LÍQUIDO AMNIÓTICO, CARIÓTIPO COM BANDAS",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,nan,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PESQUISA DE MICRODELEÇÕES/MICRODUPLICAÇÕES POR FISH (FLUORESCENCE IN SITU HYBRIDIZATION) - COM DIRETRIZ DE UTILIZAÇÃO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,110.0,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO BCL6 3q27 (NHL) FISH,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (MEDULA ÓSSEA),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO 8q24 FISH (SANGUE),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,CITOGENÉTICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"AMINOÁCIDOS URINÁRIOS OU PLASMÁTICOS, ANÁLISE QUANTITATIVA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
AVALIAÇÃO DE RISCO DE ANOMALIAS CROMOSSÔMICAS E/OU DEFEITOS DE FECHAMENTO DE TUBO NEURAL,nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CARBOIDRATOS URINÁRIOS, ANÁLISE QUALITATIVA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA 1,4-ALFA-GLICOSIDASE EM FIBROBLASTOS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-D-MANOSIDASE EM LEUCÓCITOS E FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-GALACTOSIDASE EM LEUCÓCITOS, SORO E FIBROBLASTOS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-FUCOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-L-IDURONIDASE EM LEUCÓCITOS OU FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ALFA-N-ACETILGLICOSAMINIDASE EM SORO OU FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE A EM LEUCÓCITOS E FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ARILSULFATASE B EM FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICOSIDASE EM LEUCÓCITOS OU FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA BETA-GLICURONIDASE EM FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA ESFINGOMIELINASE EM FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA GALACTOCEREBROSIDASE EM LEUCÓCITOS E FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA HEXOSAMINIDASE A E TOTAL EM SORO, LEUCÓCITOS OU FIBROBLASTOS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA IDURONATO 2-SULFATASE EM FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DETERMINAÇÃO DA ATIVIDADE ENZIMÁTICA DA N-ACETILGALACTOSAMINA-6-SULFATASE EM FIBROBLASTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DOSAGEM QUANTITATIVA DE ÁCIDOS GRAXOS DE CADEIA MUITO LONGA PARA O DIAGNÓSTICO DE ERROS INATOS DO METABOLISMO (EIM),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"GLICOSAMINOGLICANOS URINÁRIOS, DOSAGEM QUANTITATIVA OU ANÁLISE QUALITATIVA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PORFIRINAS URINÁRIAS OU PLASMÁTICAS, FRACIONAMENTO E QUANTIFICAÇÃO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTES DE ERROS INATOS DO METABOLISMO, QUALITATIVOS, NA URINA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTE DUPLO: 1 TRIMESTRE - PROTEÍNA A PLASMÁTICA ASSOCIADA À GESTAÇÃO (PAPP-A), BETA- GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTE DUPLO: 2 TRIMESTRE - ALFA-FETOPROTEÍNA (αFP), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTE QUÁDRUPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) E INIBINA COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTE TRIPLO: ALFA-FETOPROTEÍNA (αFP), ESTRIOL NÃO CONJUGADO (uE3), BETA-GONADOTROFINA CORIÔNICA HUMANA LIVRE (β-HCG) COM ELABORAÇÃO DE LAUDO CONTENDO CÁLCULO DE RISCO PARA ANOMALIAS FETAIS",nan,nan,nan,Seg. Ambulatorial,HCO,nan,REF,PAC,nan,GENÉTICA BIOQUÍMICA,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ALK - PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,114.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANÁLISE MOLECULAR DE DNA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,110.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"BRCA1 e BRCA2, PESQUISA DE MUTAÇÃO SOMÁTICA (COM DIRETRIZ DE UTILIZAÇÃO)",542/2022,01/09/2022,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,156.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
BRAF (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,9.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"CROMOSSOMO PHILADELFIA, PESQUISA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
EGFR (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,21.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"FATOR V LEIDEN, ANÁLISE DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,25.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
HER-2 - DOSAGEM DO RECEPTOR (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,30.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"INSTABILIDADE DE MICROSSATÉLITES (MSI), DETECÇÃO POR PCR, BLOCO DE PARAFINA COM DIRETRIZ DE UTILIZAÇÃO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,110.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
K-RAS (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,50.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
N-RAS (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,57.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROTROMBINA, PESQUISA DE MUTAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO)",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,61.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO GÊNICO CÉLULAS B POR PCR,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
REARRANJO GÊNICO CÉLULAS T POR PCR,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
FLT3 - PESQUISA DE MUTAÇÕES (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,142.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"TESTE DE DEFICIÊNCIA DE RECOMBINAÇÃO HOMÓLOGA, HRD (COM DIRETRIZ DE UTILIZAÇÃO)",577/2023,09/05/2023,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,160.0,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
TRANSLOCAÇÃO PML/RAR-a,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,GENÉTICA MOLECULAR,GENÉTICA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
ANÁLISE DE DNA (CONTEÚDO E PLOIDIA) POR CITOMETRIA DE FLUXO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"COLORAÇÕES ESPECIAIS, QUANDO NECESSÁRIAS AOS PROCEDIMENTOS ANATOMOPATOLÓGICOS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"DETECÇÃO DE RECEPTORES DE SECREÇÃO HORMONAL E/OU DETECÇÃO DE MARCADORES DE CÉLULAS NEOPLÁSICAS E/OU DETECÇÃO DE FATORES DE PROLIFERAÇÃO CELULAR, DE ANGIOGÊNESE TUMORAL, ONCOGENES E PROTEÍNAS ASSOCIADAS E/OU ENSAIO DE RECEPTOR DE ESTROGÊNIO E PROGESTERONA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"HPV (VÍRUS DO PAPILOMA HUMANO), DETECÇÃO POR TÉCNICAS IMUNO-HISTOQUÍMICAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL PROVENIENTE DE BIÓPSIAS SIMPLES, PAAF, ""IMPRINT"" E ""CELL-BLOCK""",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA ANATÔMICA OU CIRÚRGICA SIMPLES OU COMPLEXA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM CITOLOGIA ESFOLIATIVA NA REGIÃO BUCO-MAXILO-FACIAL,nan,nan,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM MATERIAL DE BIÓPSIA NA REGIÃO BUCO-MAXILO-FACIAL,nan,nan,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PEÇA CIRÚRGICA NA REGIÃO BUCO-MAXILO-FACIAL,nan,nan,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
DIAGNÓSTICO ANATOMOPATOLÓGICO EM PUNÇÃO NA REGIÃO BUCO-MAXILO-FACIAL,nan,nan,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PD-L1 – DETECÇÃO POR TÉCNICAS IMUNOISTOQUÍMICAS (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,146.0,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO ANATOMOPATOLÓGICO POR CONGELAÇÃO DURANTE ATO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO EM MEIO LÍQUIDO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE LÍQUIDOS E RASPADOS CUTÂNEOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO CITOPATOLÓGICO ONCÓTICO DE MATERIAL CÉRVICO-VAGINAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROCEDIMENTO DIAGNÓSTICO EM GRUPOS DE LINFONODOS, ESTRUTURAS VIZINHAS E MARGENS CIRÚRGICAS, DE PEÇAS ANATÔMICAS SIMPLES OU COMPLEXAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
"PROCEDIMENTO DIAGNÓSTICO EM IMUNOFLUORESCÊNCIA, DIRETA E INDIRETA",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO EM PAINEL DE IMUNOISTOQUÍMICA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
PROCEDIMENTO DIAGNÓSTICO EM REVISÃO DE LÂMINAS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,ANATOMIA PATOLÓGICA E CITOPATOLOGIA,PROCEDIMENTOS DIAGNÓSTICOS E TERAPÊUTICOS
